"","Nome","Artista","Ano","ID","N_palavras","N_palavras_bin","Dif","Idioma_1","Idioma_2","Idioma_3","Idioma_4"
"832","O Bom","Eduardo Araújo",1966,6634,168,44,124,"pt","portuguese","por","pt"
"833","Monday Monday","The Mamas & The Papas",1966,6635,235,53,182,"en","english","eng","en"
"834","The Sounds Of Silence","Simon & Garfunkel",1966,6636,176,114,62,"en","english","eng","en"
"835","N'avoue Jamais","Guy Martell",1966,6637,64,46,18,"fr","french","fra","fr"
"836","O Muro de Berlim","The Bells",1966,6638,48,40,8,"pt","portuguese","por","pt"
"837","Il Mondo","Jimmy Fontana",1966,6639,140,48,92,"it","italian","ita","it"
"838","Cinderela","Angela Maria",1966,6640,240,128,112,"pt","portuguese","por","pt"
"839","Mamãe","Agnaldo Timóteo",1966,6641,61,42,19,"pt","portuguese","por","pt"
"840","La Boheme","Charles Aznavour",1966,6642,206,150,56,"fr","french","fra","fr"
"841","Devolva-me","Leno & Lilian",1966,6643,70,34,36,"pt","portuguese","glg","pt"
"842","Upa Neguinho","Elis Regina",1966,6644,61,31,30,"pt","portuguese","por","pt"
"843","Wolly Bully","Sam The Sham & The Pharaohs",1966,6645,79,38,41,"en","scots","eng","en"
"844","Bang Bang (My Baby Shot Me Down)","Sonny & Cher",1966,6646,195,86,109,"en","english","eng","en"
"845","Aline","Agnaldo Timóteo",1966,6647,101,50,51,"fr","french","fra","fr"
"846","Mexericos da Candinha","Roberto Carlos",1966,6648,231,87,144,"pt","portuguese","por","pt"
"847","Noite dos Mascarados","Chico Buarque, Odete Lara & MPB-4",1966,6649,119,77,42,"pt","portuguese","por","pt"
"848","The Shadow Of Your Smile","Tony Bennett",1966,6650,76,42,34,"en","english","eng","en"
"849","Apêlo","Elizeth Cardoso",1966,6651,60,46,14,"pt","portuguese","por","pt"
"850","Theme For Young Lovers","The Jet Blacks",1966,6652,11,11,0,"pt","portuguese","por","pt"
"851","As Tears Go By","Rolling Stones",1966,6653,63,35,28,"en","english","eng","en"
"852","Brigas","Altemar Dutra",1966,6654,62,49,13,"pt","portuguese","por","pt"
"853","Canto de Ossanha","Elis Regina",1966,6655,206,54,152,"pt","portuguese","por","pt"
"854","Ninguém Poderá Julgar-me","Jerry Adriani",1966,6656,171,77,94,"pt","portuguese","por","pt"
"855","Eu Te Darei o Céu","Roberto Carlos",1966,6657,151,48,103,"pt","portuguese","por","pt"
"856","Tema de Lara","The Jordans",1966,6658,52,34,18,"pt","portuguese","por","pt"
"857","Juanita Banana","The Peels",1966,6659,119,79,40,"pt","portuguese","por","pt"
"858","Mágoa","Golden Boys",1966,6660,315,141,174,"pt","portuguese","por","pt"
"859","Il Silenzio","Nino Rosso",1966,6661,65,43,22,"it","italian","ita","it"
"860","Carango","Wilson Simonal",1966,6662,167,85,82,"pt","portuguese","por","pt"
"861","Anda Luzia","Maria Bethânia",1966,6663,32,29,3,"pt","portuguese","por","pt"
"862","Somewhere My Love","Ray Conniff",1966,6664,103,53,50,"en","english","eng","en"
"863","Girl","The Beatles",1966,6665,141,80,61,"en","scots","eng","en"
"864","Gina","Wayne Fontana",1966,6666,92,40,52,"pt","portuguese","por","pt"
"865","Hang On Sloopy","The McCoys",1966,6667,150,52,98,"en","scots","eng","en"
"866","Juramento de Playboy","Carlos Gonzaga",1966,6668,155,65,90,"pt","portuguese","por","pt"
"867","É Tão Fácil Dizer Não Fique Triste","Cidinha Santos",1966,6669,354,177,177,NA,"scots","ace",NA
"868","Forget Him","Bobby Rydell",1966,6670,120,37,83,"en","english","eng","en"
"869","I Only Want To Be With You","Dusty Springfield",1966,6671,187,67,120,"en","english","eng","en"
"870","You've Got To Hide Your Love Away","Ronnie Von",1966,6672,87,53,34,"en","english","eng","en"
"871","Alguém na Multidão","Golden Boys",1966,6673,137,43,94,"pt","portuguese","por","pt"
"872","Deus Te Acompanhe","WAnderley Cardoso",1966,6674,315,162,153,"pt","portuguese","por","pt"
"873","Eu Te Amo","José Ricardo",1966,6675,134,43,91,"pt","portuguese","por","pt"
"874","Vem Chegando a Madrugada","Jair Rodrigues",1966,6676,28,21,7,"pt","portuguese","por","pt"
"875","Nossa Canção","Roberto Carlos",1966,6677,117,51,66,"pt","portuguese","por","pt"
"876","Samba na Palma da Mão","Luiz Carlos",1966,6678,158,48,110,"pt","portuguese","por","pt"
"877","Maringá","Eduardo Araújo",1966,6679,88,68,20,"pt","portuguese","por","pt"
"878","Eterna Paixão","José Ricardo",1966,6680,98,47,51,"pt","portuguese","por","pt"
"879","Les Cornichons","Nino Ferrer",1966,6681,129,74,55,"fr","french","fra","fr"
"880","Michelle","Golden Boys",1966,6682,119,44,75,"en","english","eng","en"
"881","Não Quero Ver Você Triste","Roberto Carlos",1966,6683,144,54,90,"pt","portuguese","por","pt"
"882","Fim de Sonho","Marcos Roberto",1966,6684,66,38,28,"pt","portuguese","por","pt"
"883","Não Me Deixe Só","Denise Barreto",1966,6685,174,51,123,"pt","portuguese","por","pt"
"884","I Am A Rock","Simon & Garfunkel",1966,6686,100,71,29,"en","english","eng","en"
"885","A Rita","Chico Buarque",1966,6687,69,53,16,"pt","portuguese","por","pt"
"886","Eu Te Agradeço","Silvio Cesar",1966,6688,56,45,11,"pt","portuguese","por","pt"
"887","Dia das Rosas","Maysa",1966,6689,67,53,14,"pt","portuguese","por","pt"
"888","Bang Bang (My Baby Shot Me Down)","Maritza Fabiani",1966,6690,195,86,109,"en","english","eng","en"
"889","Suburbana","Carlos José",1966,6691,82,62,20,"pt","portuguese","por","pt"
"890","Like A Rolling Stone","Bob Dylan",1966,6692,311,165,146,"en","english","eng","en"
"891","Olê Olá","Chico Buarque",1966,6693,206,102,104,"pt","portuguese","por","pt"
"892","Winchester Cathedral","New Vaudeville Band",1966,6694,68,46,22,"en","scots","eng","en"
"893","Cabelos Longos, Idéias Curtas","Brazilian Bitles",1966,6695,125,72,53,"pt","portuguese","por","pt"
"894","Paperback Writer","The Beatles",1966,6696,147,66,81,"en","scots","eng","en"
"895","These Boots Are Made For Walkin'","Nancy Sinatra",1966,6697,167,72,95,"en","scots","eng","en"
"896","Porta-Estandarte","Geraldo Vandré",1966,6698,178,56,122,"pt","portuguese","por","pt"
"897","Dia das Rosas","Sônia Delfino",1966,6699,67,53,14,"pt","portuguese","por","pt"
"898","Vai Ser Bom","Fevers",1966,66100,261,86,175,"pt","portuguese","por","pt"
"899","Gina","Wayne Fontana",1967,6701,92,40,52,"pt","portuguese","por","pt"
"900","Coração de Papel","Sergio Reis",1967,6702,90,37,53,"pt","portuguese","por","pt"
"901","Namoradinha de Um Amigo Meu","Roberto Carlos",1967,6703,140,53,87,"pt","portuguese","por","pt"
"902","Love Me, Please Love Me","Michel Polnareff",1967,6704,98,64,34,"fr","french","fra","fr"
"903","A Praça","Ronnie Von",1967,6705,201,109,92,"pt","portuguese","por","pt"
"904","O Bom Rapaz","Wanderley Cardoso",1967,6706,128,51,77,"pt","portuguese","por","pt"
"905","Bus Stop","Hollies",1967,6707,171,79,92,"en","english","eng","en"
"906","Travessia","Milton Nascimento",1967,6708,149,63,86,"pt","portuguese","por","pt"
"907","Quando","Roberto Carlos",1967,6709,17,17,0,"pt","portuguese","por","pt"
"908","Somethin' Stupid","Nancy Sinatra & Frank Sinatra",1967,6710,129,79,50,"en","english","eng","en"
"909","See You In September","Happenings",1967,6711,163,54,109,"en","english","eng","en"
"910","Era Um Garoto Que Como Eu Amava os Beatles...","Os Incríveis",1967,6712,160,83,77,"pt","portuguese","por","pt"
"911","Black Is Black","Los Bravos",1967,6713,118,47,71,"en","scots","sco","en"
"912","Nossa Canção","Roberto Carlos",1967,6714,117,51,66,"pt","portuguese","por","pt"
"913","Pára Pedro","José Mendes",1967,6715,216,79,137,"pt","portuguese","por","pt"
"914","Penny Lane","Beatles",1967,6716,173,90,83,"en","english","eng","en"
"915","There's A Kind Of Hush","Herman's Hermitz",1967,6717,143,49,94,"en","english","eng","en"
"916","Quem Não Quer","Jerry Adriani",1967,6718,71,39,32,"pt","portuguese","por","pt"
"917","Tijolinho","Bobby Di Carlo",1967,6719,152,43,109,"pt","portuguese","por","pt"
"918","Coisinha Estúpida","George Freedman",1967,6720,114,43,71,"pt","portuguese","por","pt"
"919","A Whiter Shade Of Pale","Procol Harum",1967,6721,122,76,46,"en","english","eng","en"
"920","Acorda Maria Bonita/Se Eu Soubesse","Ary Cordovil",1967,6722,43,38,5,"pt","portuguese","por","pt"
"921","Georgy Girl","Seekers",1967,6723,128,76,52,"en","scots","eng","en"
"922","Poor Side Of Town","Johnny Rivers",1967,6724,183,93,90,"en","scots","eng","en"
"923","O Caderninho","Erasmo Carlos",1967,6725,87,35,52,"pt","portuguese","por","pt"
"924","Meu Grito","Agnaldo Timóteo",1967,6726,269,92,177,"pt","portuguese","por","pt"
"925","This Is My Song","Petula Clark",1967,6727,53,18,35,"en","english","eng","en"
"926","Súplica Cearense","Ary Lobo",1967,6728,152,84,68,"pt","portuguese","por","pt"
"927","No Milk Today","Herman's Hermits",1967,6729,299,84,215,"en","english","eng","en"
"928","Alegria, Alegria","Caetano Veloso",1967,6730,137,81,56,"pt","portuguese","por","pt"
"929","You Only Live Twice","Nancy Sinatra",1967,6731,89,36,53,"en","english","sco","en"
"930","All You Need Is Love","Beatles",1967,6732,226,42,184,"en","scots","eng","en"
"931","Pare o Casamento","Wanderléa",1967,6733,146,63,83,"pt","portuguese","por","pt"
"932","I'm A Believer","Monkees",1967,6734,153,53,100,"en","english","eng","en"
"933","Domingo no Parque","Gilberto Gil",1967,6735,179,73,106,"pt","portuguese","por","pt"
"934","Can't Take My Eyes Off You","Frankie Valli",1967,6736,220,73,147,"en","english","eng","en"
"935","Estou Feliz","Ed Carlos",1967,6737,158,38,120,"pt","portuguese","por","pt"
"936","Music To Watch Girls By","Bob Crewe Generation",1967,6738,152,60,92,"en","english","eng","en"
"937","Last Train To Clarksville","Monkees",1967,6739,109,59,50,"en","english","eng","en"
"938","Sunny","Chris Montez",1967,6740,197,71,126,"en","scots","eng","en"
"939","Triste Madrugada","Jair Rodrigues",1967,6741,42,34,8,"pt","portuguese","por","pt"
"940","Doce de Coco","Wanderley Cardoso",1967,6742,125,32,93,"pt","portuguese","por","pt"
"941","Ave Maria dos Olhos Dela","Wilson Miranda",1967,6743,68,31,37,"pt","portuguese","por","pt"
"942","Maria, Carnaval e Cinzas","Roberto Carlos",1967,6744,145,69,76,"pt","portuguese","por","pt"
"943","Roda Viva","Chico Buarque & MPB-4",1967,6745,209,86,123,"pt","portuguese","por","pt"
"944","Winchester Cathedral","New Vaudeville Band",1967,6746,68,46,22,"en","scots","eng","en"
"945","A Garota do Roberto","Waldirene",1967,6747,74,47,27,"pt","portuguese","por","pt"
"946","Não Presto Mas Eu Te Amo","Demétrius",1967,6748,139,61,78,"pt","portuguese","por","pt"
"947","Western Union","Five Americans",1967,6749,218,86,132,"en","scots","eng","en"
"948","Anna (Go To Him)","Beatles",1967,6750,149,49,100,"en","english","eng","en"
"949","Guantanamera","The Sandpipers",1967,6751,134,45,89,"es","spanish","spa","es"
"950","O Mundo Encantado de Monteiro Lobato","Elza Soares",1967,6752,83,70,13,"pt","portuguese","por","pt"
"951","Máscara Negra","Zé Kéti",1967,6753,77,48,29,"pt","portuguese","por","pt"
"952","Ruby Tuesday","Rolling Stones",1967,6754,138,75,63,"en","english","eng","en"
"953","A Catedral","Ronnie Von",1967,6755,47,41,6,"pt","portuguese","por","pt"
"954","A Bomba Está Para Explodir na Praça...","Roberto Rei",1967,6756,108,56,52,"pt","portuguese","por","pt"
"955","Eu Sou Terrível","Roberto Carlos",1967,6757,17,17,0,"pt","portuguese","por","pt"
"956","Barra Limpa","Martinha",1967,6758,134,77,57,"pt","portuguese","por","pt"
"957","Só Vou Gostar de Quem Gosta de Mim","Roberto Carlos",1967,6759,88,59,29,"pt","portuguese","por","pt"
"958","Linda","João Dias",1967,6760,315,127,188,"pt","portuguese","por","pt"
"959","Margarida","Gutemberg Guarabira & Grupo Manifesto",1967,6761,181,100,81,"pt","portuguese","por","pt"
"960","Born Free","Matt Monro",1967,6762,87,38,49,"en","scots","eng","en"
"961","A Little Bit Me, A Little Bit You","The Monkees",1967,6763,137,45,92,"en","scots","eng","en"
"962","C'era Um Ragazzo Che Come Me Amava I Beatles...","Gianni Morandi",1967,6764,122,81,41,"it","catalan","ita","it"
"963","Felizes Juntinhos","Os Baobás",1967,6765,78,51,27,"pt","portuguese","por","pt"
"964","Como é Grande o Meu Amor Por Você","Roberto Carlos",1967,6766,97,40,57,"pt","portuguese","por","pt"
"965","Eu Te Amo Mesmo Assim","Martinha",1967,6767,158,43,115,"pt","portuguese","por","pt"
"966","Happy Together","The Turtles",1967,6768,179,53,126,"en","english","eng","en"
"967","Coisinha Estúpida","Leno & Lilian",1967,6769,114,43,71,"pt","portuguese","por","pt"
"968","Day Tripper","The Beatles",1967,6770,110,38,72,"en","scots","eng","en"
"969","Confia","João Dias",1967,6771,149,60,89,"pt","portuguese","por","pt"
"970","Jardim de Infância","Ronnie Von",1967,6772,196,65,131,"pt","portuguese","por","pt"
"971","Deixa o Meu Cabelo em Paz","Osvaldo Nunes",1967,6773,126,32,94,"pt","portuguese","por","pt"
"972","Feitiço de Broto","Rosemary",1967,6774,113,63,50,"pt","portuguese","por","pt"
"973","Música Para Ver a Garota Passar","Ronnie Von",1967,6775,106,57,49,"pt","portuguese","por","pt"
"974","Não Pense em Mim","Morgana",1967,6776,100,73,27,"pt","portuguese","por","pt"
"975","Alfie","Dionne Warwick",1967,6777,103,67,36,"en","english","eng","en"
"976","Anjo Azul","Adriana",1967,6778,145,39,106,"pt","portuguese","por","pt"
"977","Prova de Fogo","Wanderléa",1967,6779,54,28,26,"pt","portuguese","por","pt"
"978","A Partida","Os Iguais",1967,6780,76,54,22,"pt","portuguese","por","pt"
"979","For Your Love","The Yardbirds",1967,6781,191,51,140,"en","english","eng","en"
"980","Noir C'est Noir","Johnny Halliday",1967,6782,106,58,48,"fr","french","fra","fr"
"981","É o Amor","Nalva Aguiar",1967,6783,197,64,133,"pt","portuguese","por","pt"
"982","Só Eu e Você","Carlos Gonzaga",1967,6784,155,65,90,"pt","portuguese","por","pt"
"983","Tributo a Martin Luther King","Wilson Simonal",1967,6785,128,35,93,"pt","portuguese","por","pt"
"984","A Groovy Kind Of Love","The Mindbenders",1967,6786,117,52,65,"en","english","eng","en"
"985","Mellow Yellow","Donovan",1967,6787,158,42,116,"en","manx","eng","en"
"986","Eu Só Quero Ver","Deny & Dino",1967,6788,140,36,104,"pt","portuguese","por","pt"
"987","Ponteio","Edu Lobo & Marilia Medalha",1967,6789,222,98,124,"pt","portuguese","por","pt"
"988","Eu e a Brisa","Márcia",1967,6790,110,54,56,"pt","portuguese","por","pt"
"989","Mamãe Ele Está de Olho em Mim","Suzy Darlen",1967,6791,169,95,74,"en","english","eng","en"
"990","Foi Assim","Wanderléa",1967,6792,95,64,31,"pt","portuguese","por","pt"
"991","Uma Tarde no Circo","Rosemary",1967,6793,59,50,9,"pt","portuguese","por","pt"
"992","Meu Bem Só Gosta de Mim","Kátia Cilene",1967,6794,106,51,55,"pt","portuguese","por","pt"
"993","Ho Capito Che Ti Amo","Luigi Tenco",1967,6795,81,55,26,"it","italian","ita","it"
"994","Born Free","Andy Williams",1967,6796,87,38,49,"en","scots","eng","en"
"995","Carolina","Cynara & Cybele",1967,6797,299,85,214,"pt","portuguese","por","pt"
"996","Reach Out (I'll Be There)","The Four Tops",1967,6798,246,80,166,"en","english","eng","en"
"997","Meu Boi","Zé Fidelis",1967,6799,100,68,32,"pt","portuguese","por","pt"
"998","Eu Daria a Minha Vida","Roberto Carlos",1967,67100,108,36,72,"pt","portuguese","por","pt"
"999","Hey Jude","Beatles",1968,6801,174,67,107,"en","scots","eng","en"
"1000","Viola Enluarada","Marcos Valle & Milton Nascimento",1968,6802,90,53,37,"pt","portuguese","por","pt"
"1001","Baby","Gal Costa & Caetano Veloso",1968,6803,326,117,209,"en","scots","eng","en"
"1002","Sá Marina","Wilson Simonal",1968,6804,125,60,65,"pt","portuguese","por","pt"
"1003","Love Is Blue","Paul Mauriat",1968,6805,65,43,22,"en","english","eng","en"
"1004","Light My Fire","Jose Feliciano",1968,6806,142,37,105,"en","english","sco","en"
"1005","Se Você Pensa","Roberto Carlos",1968,6807,176,49,127,"pt","portuguese","por","pt"
"1006","MacArthur Park","Richard Harris",1968,6808,255,112,143,"en","english","eng","en"
"1007","Pata Pata","Miriam Makeba",1968,6809,365,51,314,"en","tagalog","eng","en"
"1008","Tenho Um Amor Melhor Que o Seu","Antonio Marcos",1968,6810,131,50,81,"pt","portuguese","por","pt"
"1009","Última Canção","Paulo Sergio",1968,6811,140,69,71,"pt","portuguese","por","pt"
"1010","Sou Louca Por Você","Elizabeth",1968,6812,147,58,89,"pt","portuguese","por","pt"
"1011","San Francisco (Be Sure To Wear Flowers In Your Hair)","Scott McKenzie",1968,6813,88,39,49,"en","english","eng","en"
"1012","Mrs. Robinson","Simon & Garfunkel",1968,6814,218,99,119,"en","english","eng","en"
"1013","A Chuva Que Cai","Os Caçulas",1968,6815,133,56,77,"pt","portuguese","por","pt"
"1014","Pra Nunca Mais Chorar","Vanusa",1968,6816,63,49,14,"pt","portuguese","por","pt"
"1015","The Rain, The Park And Other Things","Cowsills",1968,6817,219,73,146,"en","english","eng","en"
"1016","Do You Want To Dance","Johnny Rivers",1968,6818,104,28,76,"en","english","eng","en"
"1017","Só o Ôme","Noriel Vilela",1968,6819,129,62,67,"pt","portuguese","por","pt"
"1018","Segura Esse Samba Ogunhé","Osvaldo Nunes",1968,6820,156,21,135,"pt","portuguese","por","pt"
"1019","Dio Come Ti Amo","Gigliola Cinquetti",1968,6821,113,56,57,"it","italian","ita","it"
"1020","Pra Não Dizer Que Não Falei das Flores (Caminhando)","Geraldo Vandré",1968,6822,228,75,153,"pt","portuguese","por","pt"
"1021","I Love You","People",1968,6823,142,77,65,"en","english","eng","en"
"1022","La Dernière Valse","Mirelle Mathieu",1968,6824,102,67,35,"fr","french","fra","fr"
"1023","Minha Primeira Desilusão","Silvinha",1968,6825,82,60,22,"pt","portuguese","por","pt"
"1024","Summer Rain","Johnny Rivers",1968,6826,143,93,50,"en","scots","eng","en"
"1025","Hello Goodbye","Beatles",1968,6827,214,27,187,"en","middle_frisian","sco","en"
"1026","The Fool On The Hill","Sergio Mendes & Brasil '66",1968,6828,175,64,111,"en","english","eng","en"
"1027","Divino Maravilhoso","Gal Costa",1968,6829,205,50,155,"pt","portuguese","por","pt"
"1028","Playboy","Silvinha",1968,6830,132,66,66,"pt","portuguese","por","pt"
"1029","(Theme From) Valley Of The Dolls","Dionne Warwick",1968,6831,119,46,73,"en","english","eng","en"
"1030","Honey","Bobby Goldsboro",1968,6832,192,74,118,"en","scots","eng","en"
"1031","Little Green Apples","O.C. Smith",1968,6833,198,114,84,"en","english","eng","en"
"1032","As Canções Que Você Fez Pra Mim","Roberto Carlos",1968,6834,131,57,74,"pt","portuguese","por","pt"
"1033","Hurdy Gurdy Man","Donovan",1968,6835,165,47,118,"en","english","eng","en"
"1034","Mony Mony","Tommy James & The Shondells",1968,6836,224,47,177,"en","manx","sco","en"
"1035","Angel Of The Morning","Merrilee Rush & The Turnabouts",1968,6837,157,69,88,"en","english","eng","en"
"1036","Andança","Beth Carvalho & Golden Boys",1968,6838,179,82,97,"pt","portuguese","por","pt"
"1037","Judy In Disguise (With Glasses)","John Fred & His Playboy Band",1968,6839,117,55,62,"en","scots","eng","en"
"1038","Free Again","Barbra Streisand",1968,6840,139,46,93,"en","english","eng","en"
"1039","Aranjuez Mon Amour","Lafayette",1968,6841,132,77,55,"fr","french","fra","fr"
"1040","I Say A Little Prayer","Aretha Franklin",1968,6842,314,68,246,"en","english","eng","en"
"1041","Ciúme de Você","Roberto Carlos",1968,6843,145,66,79,"pt","portuguese","por","pt"
"1042","Stormy","Classics IV",1968,6844,87,51,36,"en","scots","eng","en"
"1043","Never My Love","The Association",1968,6845,81,43,38,"en","english","eng","en"
