Nome.x,Artista.x,Ano,ID,Nome.y,Artista.y,Letra,Idioma,topico_hdp
Com Mais de Trinta,Marcos Valle,1971,7141,Com Mais de Trinta,Marcos Valle,"Não confie em ninguém com mais de trinta anos
Não confie em ninguém com mais de trinta cruzeiros
O professor tem mais de trinta conselhos
Mas ele tem mais de trinta, oh mais de trinta
Oh, mais de trinta
Não confie em ninguém com mais de trinta ternos
Não acredite em ninguém com mais de trinta vestidos
O diretor quer mais de trinta minutos
Pra dirigir sua vida, a sua vida
A sua vida
Eu meço a vida nas coisas que eu faço
E nas coisas que eu sonho e não faço
Eu me desloco no tempo e no espaço
Passo a passo, faço mais um traço, faço mais um passo, traço a traço
Sou prisioneiro do ar poluído
O artigo trinta eu conheço de ouvido
Eu me desloco no tempo e no espaço
Na fumaça, um mundo novo faço, faço um novo mundo na fumaça
Não confie em ninguém",pt,1
De Noite na Cama,Doris Monteiro,1971,7142,De Noite Na Cama,Dóris Monteiro,"De noite na cama, eu fico pensando
Se você me ama ... e quando
Se você me ama, eu fico pensando
De noite na cama ... e quando
De dia eu faço graça
Pra não dar bandeira
Não deixo você ver
De dia o tempo passa como brincadeira
Por longe de você
Por onde você mora
Para e se demora
Por hora não vou ter
Coragem de dizer
Mas há de ver a hora
... se você for embora
Agora
De noite na cama, eu fico pensando
Se você me ama e quando
Se você me ama, eu fico pensando
De noite na cama e quando",pt,7
Desacato,Antonio Carlos & Jocafi,1971,7144,Desacato,Antonio Carlos & Jocafi,"Inofensivo aquele amor
Que nem sequer se acomodou
Já morreu!
Quem destratou a ilusão
Que freqüentou meu coração
Não fui eu!
Não adianta me envolver
Nas artimanhas que você
Preparou!
E vá tratando de esquecer
Leve os breguetes com você
Me zangou!
Por isso agora
Deixa estar, deixa estar
Que eu vou entregar você...(2x)
Inofensivo aquele amor
Que nem sequer se acomodou
Já morreu!
Quem destratou a ilusão
Que freqüentou meu coração
Não fui eu!
Por isso agora
Deixa estar, deixa estar
Que eu vou entregar você...(2x)
Não adianta me envolver
Nas artimanhas que você
Preparou!
E vá tratando de esquecer
Leve os breguetes com você
Me zangou!
Por isso agora
Deixa estar, deixa estar
Que eu vou entregar você...(4x)",pt,1
Capim Gordura,Ivon Curi,1971,7148,Capim Gordura,Almir Rogério,"O verde da minha roça inté dá gosto ver
É pura mansidão
Vai de lá da porta da minha tapera até
Lá prá perto das bandas do ribeirão (e não é que é bom?)
O verde da minha roça inté dá gosto ver
É pura mansidão
Vai de lá da porta da minha tapera até
Lá prá perto das bandas do ribeirão
Mas tem um tar de capim gordura (oi lá)
Que é danado de ruim, praga pra crescer
Eu nunca vi assim
E neste tar de capim gordura (oi lá)
Tem preá pra mi réis
Cada toceirão tem pra mais de dez
O verde da minha roça inté dá gosto ver
É pura mansidão
Do vale da porta da minha tapera até
Lá prá perto das bandas do ribeirão (e não é que é bom?)
O verde da minha roça inté dá gosto ver
É pura mansidão
Do vale da porta da minha tapera até
Lá prá perto das bandas do ribeirão
Mas tem um tar de capim gordura (oi lá)
Que é danado de ruim, praga pra crescer
Eu nunca vi assim
E neste tar de capim gordura (oi lá)
Tem preá pra mi réis
Cada tocerão tem pra mais de dez",pt,1
Quem Mandou Você Errar,Claudia Barroso,1971,7150,Quem Mandou Você Errar,Claudia Barroso,"Quem mandou você errar
Quem mandou você pecar
Eu te avisei tantas vezes
Eu te alertei tantas vezes
Hoje vive a lamentar
Hoje implora o meu perdão
Eu te avisei tantas vezes
Eu te alertei tantas vezes
Aquela que ganhou você de mim
Hoje ri da sua dor
Fez você ficar assim
Agora eu lamento por você
Pois eu não te quero mais
Nosso amor chegou ao fim
Aquela que ganhou você de mim
Hoje ri da sua dor
Fez você ficar assim
Agora eu lamento por você
Pois eu não te quero mais
Nosso amor chegou ao fim",pt,1
16 Toneladas,Noriel Vilela,1971,7151,16 Toneladas,Noriel Vilela,"Sente este samba quente que é muito legal
É super pra frente, é bem genial
Embalo como este só quem vai curtir
Quem não se machucar quando deixar cair
Por isso vem, vem embale na nossa
Este balanço tira qualquer um da fossa
Ele é um barato e é da pesada
Esse é o famoso 16 toneladas
E bolei o ano inteiro este samba pra frente
É gostoso paca é um samba decente
Segure esta conversa, segure a jogada
Quem não gosta de samba não gosta de nada
E a curtição no samba empolgado
É um flamengão num estádio lotado
Turma da pesada que segure a parada
Esse é o famoso 16 toneladas
Sente este samba quente que é muito legal
É super pra frente, é bem genial
Embalo como este só quem vai curtir
Quem não se machucar quando deixar cair
Por isso, vem, vem embale na nossa
Este balanço tira qualquer um da fossa
Ele é um barato e é da pesada
Esse é o famoso 16 toneladas
E já dei o meu recado agora vou me mandar
Vou refrescar a cuca pra poder incrementar
Pois de cuca cansada só da confusão
Onda de pirado deixa a gente na mão
Por isso nem, vem não vai me encontrar
Agora estou na minha pois estou devagar
Já disse o que queria a toda rapaziada
Ai, oh, é o 16 toneladas",pt,12
A Festa de Santos Reis,Tim Maia,1971,7152,A Festa do Santo Reis,Tim Maia,"Hoje é o dia de Santo Reis
Anda meio esquecido
Mas é o dia da festa de Santo Reis
Hoje é o dia de Santo Reis
Anda meio esquisito
Mas é o dia da festa de Santo Reis
Eles chegam tocando
Sanfona e violão
Os pandeiros de fita
Carregam sempre na mão
Eles vão levando
Levando o que pode
Se deixar com eles
Eles levam até os bodes
É os bodes da gente
É os bodes, mé
É os bodes da gente
É os bodes, mé
Hoje é o dia de Santo Reis
Hoje é o dia de Santo Reis
Hoje é o dia
Yeah, yeah, yeah, yeah, de Santo Reis
Hoje é o dia de Santo Reis
É o dia da festa, yeah, yeah
Hoje é o dia de Santo Reis, de Santo Reis
Hoje é o dia de Santo Reis
Hoje é o dia de Santo Reis
Dia da festa, yeah, yeah
Hoje é o dia de Santo Reis
Hoje é o dia de Santo Reis
Yeah, yeah, yeah, yeah, yeah
Hoje é o dia de Santo Reis",pt,1
Mudei de Idéia,Antonio Carlos & Jocafi,1971,7153,Mudei de Ideia,Antonio Carlos & Jocafi,"Mudei de ideia
vou rifar meu violão
Mudei de ideia
manias do coração
Mudei de ideia
cansei de você, vou me desatar
Mudei de ideia
por isso vim lhe avisar
Mudei de ideia
palavra, eu não volto atrás
Mudei de ideia
eu digo até nunca mais!
Bagunçou meus sentimentos
Eu fiquei na de horror
fez pouco dos meus carinhos
fez pouco da minha...
aaaaah
Mudei de ideia
vou rifar meu violão
Mudei de ideia
manias do coração
Mudei de ideia
palavra, eu não volto atrás
Mudei de ideia
eu digo até nunca mais!
Bagunçou meus sentimentos
Eu fiquei na de horror
fez pouco dos meus carinhos
fez pouco da minha dor
Mudei de ideia
vou rifar meu violão
Mudei de ideia
manias do coração
Mudei de ideia
palavra, eu não volto atrás
Mudei de ideia
eu digo até nunca mais!
Mudei de ideia
vou rifar meu violão
Mudei de ideia
manias do coração",pt,1
Balada #7 (Mané Garrincha),Moacyr Franco,1971,7155,Balada nº 7 - Mané Garrincha,Moacyr Franco,"Sua ilusão entra em campo no estádio vazio
Uma torcida de sonhos aplaude talvez
O velho atleta recorda as jogadas felizes
Mata a saudade no peito driblando a emoção
Hoje outros craques repetem as suas jogadas
Ainda na rede balança seu último gol
Mas pela vida impedido parou
E para sempre o jogo acabou
Suas pernas cansadas correram pro nada
E o time do tempo ganhou
Cadê você, cadê você, você passou
O que era doce, o que não era se acabou
Cadê você, cadê você, você passou
No vídeo tape do sonho, a história gravou
Ergue os seus braços e corre outra vez no gramado
Vai tabelando o seu sonho e lembrando o passado
No campeonato da recordação faz distintivo do seu coração
Que as jornadas da vida, são bolas de sonho
Que o craque do tempo chutou
Cadê você, cadê você, você passou
O que era doce, o que não era se acabou
Cadê você, cadê você, você passou
No vídeo tape do sonho, a história gravou
Cadê você, cadê você, você passou
O que era doce, o que não era se acabou
Cadê você, cadê você, você passou
No vídeo tape do sonho, a história gravou
Cadê você, cadê você, você passou
O que era doce, o que não era se acabou
Cadê você, cadê você, você passou
No vídeo tape do sonho, a história gravou",pt,2
Mas Que Doidice,Maria Creuza,1971,7156,Mas Que Doidice,Maria Creuza,"Quando descobri sua esperteza
Acomodei meu coração à sua real condição
Saiba que insultou minha beleza
Moleza você não vai encontrar em mim
Mas que doidice é o nosso amor
Não deu em nada e machucou
Mas que doidice é o nosso amor
Não deu em nada e machucou
O amor pra que seja resistente
Tem que ser bem consistente
Corajoso, carinhoso e social
Mas o nosso com certeza é diferente
Se é pro mal ou bem da gente
Ele é louco, perigoso e marginal
Mas que doidice é o nosso amor
Não deu em nada e machucou
Mas que doidice é o nosso amor
Não deu em nada e machucou
Quando descobri sua esperteza
Acomodei meu coração à sua real condição
Saiba que insultou minha beleza
Moleza você não vai encontrar em mim
Mas que doidice é o nosso amor
Não deu em nada e machucou
Mas que doidice é o nosso amor
Não deu em nada e machucou
Mas que doidice é o nosso amor
Não, não deu mesmo em nada e machucou
Mas que doidice é o nosso amor
Não deu em nada e machucou",pt,1
Ovo de Codorna,Luiz Gonzaga,1971,7157,Ovo de Codorna,Luiz Gonzaga,"Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu tô madurão passei da flor da idade
Mas ainda tenho alguma mocidade
Vou cuidar de mim pra não acontecer
Vou comprar ovo de codorna pra comer
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu já procurei um doutor meu amigo
Ele me falou pode contar comigo
Ele me ensinou e eu passo pra você
Vou lhe dar ovo de codorna pra comer
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu andava triste quase apavorado
Estavam me fazendo de um pobre coitado
Minha companheira tá feliz porque, hum
Eu comprei ovo de codorna pra comer
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu tô madurão passei da flor da idade
Mas ainda tenho alguma mocidade
Vou cuidar de mim pra não acontecer
Vou comprar ovo de codorna pra comer
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver
Eu quero um ovo de codorna pra comer
O meu problema ele tem que resolver",pt,1
Impossível Acreditar Que Perdi Você,Marcio Greyck,1971,7158,Impossivel Acreditar Que Perdi Você,Márcio Greyck,"Não, eu não consigo
Acreditar
No que aconteceu
É um sonho meu
Nada se acabou
Não, é impossível
Eu não consigo
Viver sem você
Volte e venha ver
Tudo em mim mudou
Eu já não consigo
Mais viver dentro de mim
E, e viver assim
É quase morrer
Venha me dizer sorrindo
Que você brincou
E que ainda é meu
Só meu, o seu amor
Hoje mais um dia
De tristeza
Para mim passou
Nem o meu olhar
Nada se alegrou
Sinto-me perdido
No vazio
Que você deixou
Nada quero ser
Já nem sei quem sou
Eu já não consigo
Mais viver dentro de mim
E, e viver assim
É quase morrer
Venha me dizer sorrindo
Que você brincou
E que ainda é meu
Só meu, o seu amor",pt,1
Amanda,Taiguara,1971,7163,Amanda,Taiguara,"Amanda
Vencido em meu castigo
Eu trago a paz comigo
De volta pra ficar
Amanda
Recolhe meus pedaços
Me acolhe nos teus braços
Tomo o espaço dessa dor e o teu lugar
Amanda
Perdi pela viagem
As forças, a coragem
A imagem do que eu sou
E o que eu sou?
O que escondeu a única verdade
O que perdeu a última metade
Amanda, o que partiu e desertou
Te amando
Vou esquecer a inútil liberdade
Que eu sonhei ver nas luzes da cidade
Amanda, vou te enfeitar de tanto amor
Te amando, te amando
Vou esquecer a inútil liberdade
Que eu sonhei ver nas luzes da cidade
Amanda, vou te enfeitar de amor",pt,1
Construção,Chico Buarque,1971,7165,Construção,Chico Buarque,"Amou daquela vez como se fosse a última
Beijou sua mulher como se fosse a última
E cada filho seu como se fosse o único
E atravessou a rua com seu passo tímido
Subiu a construção como se fosse máquina
Ergueu no patamar quatro paredes sólidas
Tijolo com tijolo num desenho mágico
Seus olhos embotados de cimento e lágrima
Sentou pra descansar como se fosse sábado
Comeu feijão com arroz como se fosse um príncipe
Bebeu e soluçou como se fosse um náufrago
Dançou e gargalhou como se ouvisse música
E tropeçou no céu como se fosse um bêbado
E flutuou no ar como se fosse um pássaro
E se acabou no chão feito um pacote flácido
Agonizou no meio do passeio público
Morreu na contramão atrapalhando o tráfego
Amou daquela vez como se fosse o último
Beijou sua mulher como se fosse a única
E cada filho seu como se fosse o pródigo
E atravessou a rua com seu passo bêbado
Subiu a construção como se fosse sólido
Ergueu no patamar quatro paredes mágicas
Tijolo com tijolo num desenho lógico
Seus olhos embotados de cimento e tráfego
Sentou pra descansar como se fosse um príncipe
Comeu feijão com arroz como se fosse o máximo
Bebeu e soluçou como se fosse máquina
Dançou e gargalhou como se fosse o próximo
E tropeçou no céu como se ouvisse música
E flutuou no ar como se fosse sábado
E se acabou no chão feito um pacote tímido
Agonizou no meio do passeio náufrago
Morreu na contramão atrapalhando o público
Amou daquela vez como se fosse máquina
Beijou sua mulher como se fosse lógico
Ergueu no patamar quatro paredes flácidas
Sentou pra descansar como se fosse um pássaro
E flutuou no ar como se fosse um príncipe
E se acabou no chão feito um pacote bêbado
Morreu na contramão atrapalhando o sábado
Por esse pão pra comer, por esse chão pra dormir
A certidão pra nascer, a concessão pra sorrir
Por me deixar respirar, por me deixar existir
Deus lhe pague
Pela cachaça de graça que a gente tem que engolir
Pela fumaça desgraça que a gente tem que tossir
Pelos andaimes pingentes que a gente tem que cair
Deus lhe pague
Pela mulher carpideira pra nos louvar e cuspir
E pelas moscas bicheiras a nos beijar e cobrir
E pela paz derradeira que enfim vai nos redimir
Deus lhe pague",pt,1
Bloco da Solidão,Altemar Dutra,1971,7167,Bloco da Solidão,Altemar Dutra,"Angústia, solidão
Um triste adeus em cada mão
Lá vai, meu bloco vai
Só desse jeito é que ele sai
Na frente sigo eu
Levo o estandarte de um amor
Do amor que se perdeu num carnaval
Lá vai o bloco e lá vou eu também
Mais uma vez sem ter ninguém
No sábado, domingo, segunda e terça-feira
E quarta-feira vem
O ano inteiro é sempre assim
Por isso quando eu passar
Batam palmas pra mim
Aplaudam quem sorri
Trazendo lágrimas no olhar
Merece uma homenagem
Quem tem forças para cantar
Tão grande é a minha dor
Pede passagem quando sai
Ouvindo só: Lá vai, meu bloco vai",pt,6
Kokorono Niji,Os Incríveis,1971,7168,Kokorono-niji,Os Incríveis,"Saudade é a lembrança
Saudade é a lembrança

Do amor que um dia deixei ali
Do amor que um dia deixei ali

Saudade é nostalgia
Saudade é nostalgia

Do Japão que nunca esqueci
Do Japão que nunca esqueci
Boneca linda, dourada
Boneca linda, dourada

O Sol que nasce vem me contar
O Sol que nasce vem me contar

Que nos teus olhos iluminou
Que nos teus olhos iluminou

Duas pérolas a rolar
Duas pérolas a rolar
Se você não me esqueceu
Se você não me esqueceu

Sei que também vou lembrar
Sei que também vou lembrar

Do abraço que te dei, meu bem
Do abraço que te dei, meu bem

No momento de voltar
No momento de voltar
Saudade é a lembrança
Saudade é a lembrança

Do amor que um dia deixei ali
Do amor que um dia deixei ali

Saudade é nostalgia
Saudade é nostalgia

Do Japão que nunca esqueci
Do Japão que nunca esqueci
いつかあなたと
itsuka anata to

結ばれた日に
musubareta hi ni

抱きしめ抱きしめて甘えといいのね
dakishime dakishimete amae to ii no ne

私の心は
watashi no kokoro wa

涙で揺れるけど
namida de yureru kedo

悲しい蝶々は大空へ帰る
kanashii chōchō wa ōzora e kaeru
Saudade é nostalgia
Saudade é nostalgia

Do Japão que nunca esqueci
Do Japão que nunca esqueci
悲しい蝶々は大空へかえる
kanashii chōchō wa ōzora e kaeru",pt,1
O Último Romântico,Agnaldo Timóteo,1971,7169,O Último Romântico,Lulu Santos,"Faltava abandonar a velha escola
Tomar o mundo feito Coca-Cola
Fazer da minha vida sempre
O meu passeio público
E, ao mesmo tempo
Fazer dela o meu caminho só, único
Talvez eu seja o último romântico
Dos litorais desse Oceano Atlântico
Só falta reunir a zona norte à zona sul
Iluminar a vida, já que a morte cai do azul
Só falta te querer
Te ganhar e te perder
Falta eu acordar
Ser gente grande pra poder chorar
Me dá um beijo então
Aperta a minha mão
Tolice é viver a vida assim
Sem aventura
Deixa ser
Pelo coração
Se é loucura, então
Melhor não ter razão
Me dá um beijo então
Aperta a minha mão
Tolice é viver a vida assim
Sem aventura
Deixa ser
Pelo coração
Se é loucura, então
Melhor não ter razão",pt,2
